Date,Open,Close,Balance,Rise
2021-09-09,45774.742188,46391.421875,616.6796870000035,1.0
2021-09-08,46827.761719,46091.390625,-736.3710940000019,0.0
2021-09-07,52660.480469,46811.128906,-5849.351563000004,0.0
2021-09-06,51769.003906,52633.535156,864.53125,1.0
2021-09-05,49937.859375,51753.410156,1815.550780999998,1.0
2021-09-04,50009.324219,49944.625,-64.6992190000019,0.0
2021-09-03,49288.25,50025.375,737.125,1.0
2021-09-02,48807.847656,49327.722656,519.875,1.0
2021-09-01,47099.773438,48847.027344,1747.2539060000054,1.0
2021-08-31,47024.339844,47166.6875,142.3476559999981,1.0
2021-08-30,48834.851563,47054.984375,-1779.8671879999965,0.0
2021-08-29,48911.25,48829.832031,-81.4179690000019,0.0
2021-08-28,49072.585938,48902.402344,-170.18359399999463,0.0
2021-08-27,46894.554688,49058.667969,2164.1132810000054,1.0
2021-08-26,49002.640625,46942.21875,-2060.421875,0.0
2021-08-25,47727.257813,48960.789063,1233.53125,1.0
2021-08-24,49562.347656,47706.117188,-1856.2304680000016,0.0
2021-08-23,49291.675781,49546.148438,254.47265699999843,1.0
2021-08-22,48869.105469,49321.652344,452.546875,1.0
2021-08-21,49327.074219,48905.492188,-421.5820310000054,0.0
2021-08-20,46723.121094,49339.175781,2616.054686999996,1.0
2021-08-19,44741.882813,46717.578125,1975.6953120000035,1.0
2021-08-18,44686.75,44801.1875,114.4375,1.0
2021-08-17,45936.457031,44695.359375,-1241.097655999998,0.0
2021-08-16,47019.960938,46004.484375,-1015.4765629999965,0.0
2021-08-15,47096.667969,47047.003906,-49.66406300000381,0.0
2021-08-14,47810.6875,47096.945313,-713.7421870000035,0.0
2021-08-13,44439.691406,47793.320313,3353.6289069999984,1.0
2021-08-12,45576.878906,44428.289063,-1148.5898430000016,0.0
2021-08-11,45599.703125,45593.636719,-6.066405999998096,0.0
2021-08-10,46280.847656,45585.03125,-695.8164059999981,0.0
2021-08-09,43791.925781,46365.402344,2573.476563000004,1.0
2021-08-08,44574.4375,43798.117188,-776.3203120000035,0.0
2021-08-07,42832.796875,44555.800781,1723.003905999998,1.0
2021-08-06,40865.867188,42816.5,1950.6328120000035,1.0
2021-08-05,39744.515625,40869.554688,1125.0390629999965,1.0
2021-08-04,38213.332031,39747.503906,1534.171875,1.0
2021-08-03,39178.402344,38152.980469,-1025.421875,0.0
2021-08-02,39907.261719,39201.945313,-705.3164060000054,0.0
2021-08-01,41460.84375,39974.894531,-1485.949219000002,0.0
2021-07-31,42196.304688,41626.195313,-570.109375,0.0
2021-07-30,40027.484375,42235.546875,2208.0625,1.0
2021-07-29,39995.453125,40008.421875,12.96875,1.0
2021-07-28,39503.1875,39995.90625,492.71875,1.0
2021-07-27,37276.035156,39406.941406,2130.90625,1.0
2021-07-26,35384.03125,37337.535156,1953.503905999998,1.0
2021-07-25,34290.292969,35350.1875,1059.894530999998,1.0
2021-07-24,33593.730469,34292.445313,698.7148439999946,1.0
2021-07-23,32305.958983999997,33581.550781,1275.591797000001,1.0
2021-07-22,32138.873047000005,32313.105469,174.23242199999368,1.0
2021-07-21,29796.285156,32110.693358999997,2314.4082029999954,1.0
2021-07-20,30838.285156,29807.347656,-1030.9375,0.0
2021-07-19,31800.011719,30817.832031,-982.1796879999965,0.0
2021-07-18,31533.884766000003,31796.810547000005,262.92578100000173,1.0
2021-07-17,31397.308594,31533.068358999997,135.75976499999888,1.0
2021-07-16,31841.550781,31421.539063,-420.01171800000157,0.0
2021-07-15,32827.875,31780.730469,-1047.1445310000017,0.0
2021-07-14,32723.845702999995,32822.347656,98.50195300000269,1.0
2021-07-13,33125.46875,32702.025391000003,-423.44335899999714,0.0
2021-07-12,34254.015625,33155.847656,-1098.167969000002,0.0
2021-07-11,33509.078125,34240.1875,731.109375,1.0
2021-07-10,33811.242188,33520.519531,-290.72265699999843,0.0
2021-07-09,32861.671875,33798.011719,936.3398440000019,1.0
2021-07-08,33889.605469,32877.371094,-1012.234375,0.0
2021-07-07,34225.679688,33855.328125,-370.35156299999653,0.0
2021-07-06,33723.507813,34235.195313,511.6875,1.0
2021-07-05,35284.34375,33746.003906,-1538.339844000002,0.0
2021-07-04,34665.566406,35287.78125,622.2148440000019,1.0
2021-07-03,33854.421875,34668.546875,814.125,1.0
2021-07-02,33549.601563,33897.046875,347.44531200000347,1.0
2021-07-01,35035.984375,33572.117188,-1463.8671870000035,0.0
2021-06-30,35908.386719,35040.835938,-867.5507810000054,0.0
2021-06-29,34475.558594,35867.777344,1392.21875,1.0
2021-06-28,34679.121094,34434.335938,-244.78515600000537,0.0
2021-06-27,32287.523438,34649.644531,2362.121092999998,1.0
2021-06-26,31594.664063,32186.277344,591.6132809999981,1.0
2021-06-25,34659.105469,31637.779297000005,-3021.3261719999973,0.0
2021-06-24,33682.800781,34662.4375,979.6367190000019,1.0
2021-06-23,32515.714844,33723.027344,1207.3125000000036,1.0
2021-06-22,31622.376952999995,32505.660156,883.2832030000063,1.0
2021-06-21,35641.144531,31676.693358999997,-3964.451172000001,0.0
2021-06-20,35563.140625,35698.296875,135.15625,1.0
2021-06-19,35854.527344,35615.871094,-238.65625,0.0
2021-06-18,38099.476563,35787.246094,-2312.2304689999946,0.0
2021-06-17,38341.421875,38053.503906,-287.9179690000019,0.0
2021-06-16,40168.691406,38347.0625,-1821.628905999998,0.0
2021-06-15,40427.167969,40406.269531,-20.898438000003807,0.0
2021-06-14,39016.96875,40218.476563,1201.5078129999965,1.0
2021-06-13,35555.789063,39097.859375,3542.0703120000035,1.0
2021-06-12,37340.144531,35552.515625,-1787.628905999998,0.0
2021-06-11,36697.03125,37334.398438,637.3671879999965,1.0
2021-06-10,37389.515625,36702.597656,-686.9179690000019,0.0
2021-06-09,33416.976563,37345.121094,3928.1445310000054,1.0
2021-06-08,33589.519531,33472.632813,-116.88671800000157,0.0
2021-06-07,35835.265625,33560.707031,-2274.558594000002,0.0
2021-06-06,35538.609375,35862.378906,323.7695309999981,1.0
2021-06-05,36880.15625,35551.957031,-1328.199219000002,0.0
2021-06-04,39242.484375,36894.40625,-2348.078125,0.0
2021-06-03,37599.410156,39208.765625,1609.355469000002,1.0
2021-06-02,36699.921875,37575.179688,875.2578129999965,1.0
2021-06-01,37293.792969,36684.925781,-608.8671880000038,0.0
2021-05-31,35658.59375,37332.855469,1674.261719000002,1.0
2021-05-30,34607.40625,35678.128906,1070.722655999998,1.0
2021-05-29,35684.15625,34616.066406,-1068.089844000002,0.0
2021-05-28,38507.082031,35697.605469,-2809.476561999996,0.0
2021-05-27,39316.890625,38436.96875,-879.921875,0.0
2021-05-26,38392.625,39294.199219,901.5742190000019,1.0
2021-05-25,38795.78125,38402.222656,-393.5585940000019,0.0
2021-05-24,34700.363281,38705.980469,4005.617188000004,1.0
2021-05-23,37531.449219,34770.582031,-2760.867188000004,0.0
2021-05-22,37371.03125,37536.632813,165.60156299999653,1.0
2021-05-21,40596.949219,37304.691406,-3292.257813000004,0.0
2021-05-20,36753.667969,40782.738281,4029.070311999996,1.0
2021-05-19,42944.976563,37002.441406,-5942.535156999998,0.0
2021-05-18,43488.058594,42909.402344,-578.65625,0.0
2021-05-17,46415.898438,43537.511719,-2878.3867189999946,0.0
2021-05-16,46716.636719,46456.058594,-260.578125,0.0
2021-05-15,49855.496094,46760.1875,-3095.308594000002,0.0
2021-05-14,49682.980469,49880.535156,197.5546869999962,1.0
2021-05-13,49735.433594,49716.191406,-19.242188000003807,0.0
2021-05-12,56714.53125,49150.535156,-7563.996094000002,0.0
2021-05-11,55847.242188,56704.57421900001,857.3320310000126,1.0
2021-05-10,58250.87109400001,55859.796875,-2391.074219000009,0.0
2021-05-09,58877.390625,58232.31640599999,-645.0742190000092,0.0
2021-05-08,57352.765625,58803.77734400001,1451.0117190000092,1.0
2021-05-07,56413.953125,57356.40234400001,942.4492190000092,1.0
2021-05-06,57441.30859400001,56396.515625,-1044.7929690000092,0.0
2021-05-05,53252.164063,57424.007813,4171.84375,1.0
2021-05-04,57214.179688,53333.539063,-3880.640625,0.0
2021-05-03,56620.273438,57200.29296900001,580.0195310000126,1.0
2021-05-02,57825.86328099999,56631.078125,-1194.7851559999908,0.0
2021-05-01,57714.664063,57828.05078099999,113.38671799999429,1.0
2021-04-30,53568.664063,57750.17578099999,4181.511717999994,1.0
2021-04-29,54858.08984400001,53555.109375,-1302.9804690000092,0.0
2021-04-28,55036.63671900001,54824.703125,-211.93359400000918,0.0
2021-04-27,54030.304688,55033.117188,1002.8125,1.0
2021-04-26,49077.792969,54021.75390599999,4943.960936999989,1.0
2021-04-25,50052.832031,49004.253906,-1048.578125,0.0
2021-04-24,51143.226563,50050.867188,-1092.359375,0.0
2021-04-23,51739.808594,51093.652344,-646.15625,0.0
2021-04-22,53857.10546900001,51762.273438,-2094.8320310000126,0.0
2021-04-21,56471.12890599999,53906.08984400001,-2565.0390619999816,0.0
2021-04-20,55681.79296900001,56473.03125,791.2382809999908,1.0
2021-04-19,56191.585938,55724.265625,-467.32031299999653,0.0
2021-04-18,60701.88671900001,56216.18359400001,-4485.703125,0.0
2021-04-17,61529.921875,60683.820313,-846.1015620000035,0.0
2021-04-16,63258.50390599999,61572.789063,-1685.7148429999943,0.0
2021-04-15,63075.195313,63314.01171900001,238.81640600001265,1.0
2021-04-14,63523.75390599999,63109.695313,-414.0585929999943,0.0
2021-04-13,59890.01953099999,63503.45703099999,3613.4375,1.0
2021-04-12,60175.945313,59893.453125,-282.49218799999653,0.0
2021-04-11,59846.23046900001,60204.96484400001,358.734375,1.0
2021-04-10,58253.77734400001,59793.234375,1539.4570309999908,1.0
2021-04-09,58326.5625,58245.00390599999,-81.55859400000918,0.0
2021-04-08,56099.914063,58323.953125,2224.0390620000035,1.0
2021-04-07,58186.507813,56048.9375,-2137.5703129999965,0.0
2021-04-06,59171.93359400001,58192.359375,-979.5742190000092,0.0
2021-04-05,58760.875,59057.87890599999,297.0039059999908,1.0
2021-04-04,57604.83984400001,58758.554688,1153.7148439999874,1.0
2021-04-03,59397.41015599999,57603.890625,-1793.5195309999908,0.0
2021-04-02,59098.87890599999,59384.3125,285.4335940000092,1.0
2021-04-01,58926.5625,59095.80859400001,169.24609400000918,1.0
2021-03-31,58930.27734400001,58918.83203099999,-11.44531300001836,0.0
2021-03-30,57750.132813,58917.69140599999,1167.5585929999943,1.0
2021-03-29,55947.898438,57750.19921900001,1802.3007810000126,1.0
2021-03-28,55974.94140599999,55950.74609400001,-24.19531199998164,0.0
2021-03-27,55137.56640599999,55973.51171900001,835.9453130000184,1.0
2021-03-26,51683.011719,55137.3125,3454.300780999998,1.0
2021-03-25,52726.746094,51704.160156,-1022.5859380000038,0.0
2021-03-24,54710.48828099999,52774.265625,-1936.2226559999908,0.0
2021-03-23,54511.66015599999,54738.945313,227.2851570000057,1.0
2021-03-22,57517.890625,54529.14453099999,-2988.746094000009,0.0
2021-03-21,58309.914063,57523.421875,-786.4921879999965,0.0
2021-03-20,58332.26171900001,58313.64453099999,-18.61718800001836,0.0
2021-03-19,57850.44140599999,58346.65234400001,496.21093800001836,1.0
2021-03-18,58893.078125,57858.921875,-1034.15625,0.0
2021-03-17,56825.828125,58870.89453099999,2045.0664059999908,1.0
2021-03-16,55840.78515599999,56804.90234400001,964.1171880000184,1.0
2021-03-15,59267.429688,55907.19921900001,-3360.2304689999874,0.0
2021-03-14,61221.132813,59302.31640599999,-1918.8164070000057,0.0
2021-03-13,57343.37109400001,61243.085938,3899.7148439999874,1.0
2021-03-12,57821.21875,57332.08984400001,-489.1289059999908,0.0
2021-03-11,55963.179688,57805.12109400001,1841.9414060000126,1.0
2021-03-10,54824.01171900001,56008.55078099999,1184.5390619999816,1.0
2021-03-09,52272.96875,54824.117188,2551.1484379999965,1.0
2021-03-08,51174.117188,52246.523438,1072.40625,1.0
2021-03-07,48918.679688,51206.691406,2288.0117180000016,1.0
2021-03-06,48899.230469,48912.382813,13.152343999994628,1.0
2021-03-05,48527.03125,48927.304688,400.27343799999653,1.0
2021-03-04,50522.304688,48561.167969,-1961.1367189999946,0.0
2021-03-03,48415.816406,50538.242188,2122.4257819999984,1.0
2021-03-02,49612.105469,48378.988281,-1233.1171880000038,0.0
2021-03-01,45159.503906,49631.242188,4471.738281999998,1.0
2021-02-28,46194.015625,45137.769531,-1056.246094000002,0.0
2021-02-27,46344.773438,46188.453125,-156.32031299999653,0.0
2021-02-26,47180.464844,46339.761719,-840.703125,0.0
2021-02-25,49709.082031,47093.851563,-2615.2304680000016,0.0
2021-02-24,48835.085938,49705.332031,870.2460930000016,1.0
2021-02-23,54204.929688,48824.425781,-5380.503906999998,0.0
2021-02-22,57532.73828099999,54207.320313,-3325.4179679999943,0.0
2021-02-21,56068.56640599999,57539.945313,1471.3789070000057,1.0
2021-02-20,55887.335938,56099.51953099999,212.1835929999943,1.0
2021-02-19,51675.980469,55888.132813,4212.152343999995,1.0
2021-02-18,52140.972656,51679.796875,-461.1757809999981,0.0
2021-02-17,49207.277344,52149.007813,2941.7304689999946,1.0
2021-02-16,47944.457031,49199.871094,1255.4140630000038,1.0
2021-02-15,48696.535156,47945.058594,-751.4765619999962,0.0
2021-02-14,47114.507813,48717.289063,1602.78125,1.0
2021-02-13,47491.203125,47105.515625,-385.6875,0.0
2021-02-12,47877.035156,47504.851563,-372.18359300000157,0.0
2021-02-11,44898.710938,47909.332031,3010.6210930000016,1.0
2021-02-10,46469.761719,44918.183594,-1551.578125,0.0
2021-02-09,46184.992188,46481.105469,296.1132810000054,1.0
2021-02-08,38886.828125,46196.464844,7309.636719000002,1.0
2021-02-07,39250.191406,38903.441406,-346.75,0.0
2021-02-06,38138.386719,39266.011719,1127.625,1.0
2021-02-05,36931.546875,38144.308594,1212.761719000002,1.0
2021-02-04,37475.105469,36926.066406,-549.0390630000038,0.0
2021-02-03,35510.820313,37472.089844,1961.2695310000054,1.0
2021-02-02,33533.199219,35510.289063,1977.0898439999946,1.0
2021-02-01,33114.578125,33537.175781,422.5976559999981,1.0
2021-01-31,34270.878906,33114.359375,-1156.519530999998,0.0
2021-01-30,34295.933594,34269.523438,-26.410156000005372,0.0
2021-01-29,34318.671875,34316.386719,-2.2851559999980964,0.0
2021-01-28,30441.041016000003,31649.605469,1208.5644529999954,1.0
2021-01-27,32564.029297000005,30432.546875,-2131.4824220000046,0.0
2021-01-26,32358.613281,32569.849608999997,211.2363279999954,1.0
2021-01-25,32285.798827999995,32366.392577999995,80.59375,1.0
2021-01-24,32064.376952999995,32289.378906,225.00195300000632,1.0
2021-01-23,32985.757813,32067.642577999995,-918.1152350000011,0.0
2021-01-22,30817.625,33005.761719,2188.136719000002,1.0
2021-01-21,35549.398438,30825.699219,-4723.699218999998,0.0
2021-01-20,36050.113281,35547.75,-502.3632809999981,0.0
2021-01-19,36642.234375,36069.804688,-572.4296870000035,0.0
2021-01-18,35792.238281,36630.074219,837.8359380000038,1.0
2021-01-17,36163.648438,35791.277344,-372.3710939999946,0.0
2021-01-16,36821.648438,36178.140625,-643.5078129999965,0.0
2021-01-15,39156.707031,36825.367188,-2331.3398430000016,0.0
2021-01-14,37325.109375,39187.328125,1862.21875,1.0
2021-01-13,33915.121094,37316.359375,3401.238280999998,1.0
2021-01-12,35516.359375,33922.960938,-1593.3984370000035,0.0
2021-01-11,38346.53125,35566.65625,-2779.875,0.0
2021-01-10,40254.21875,38356.441406,-1897.777344000002,0.0
2021-01-09,40788.640625,40254.546875,-534.09375,0.0
2021-01-08,39381.765625,40797.609375,1415.84375,1.0
2021-01-07,36833.875,39371.042969,2537.167969000002,1.0
2021-01-06,34013.613281,36824.363281,2810.75,1.0
2021-01-05,31977.041016000003,33992.429688,2015.3886719999937,1.0
2021-01-04,32810.949219,31971.914063,-839.0351560000017,0.0
2021-01-03,32129.408202999995,32782.023438,652.6152350000011,1.0
2021-01-02,29376.455077999995,32127.267577999995,2750.8125,1.0
2021-01-01,28994.009766000003,29374.152344,380.1425779999954,1.0
2020-12-31,28841.574219,29001.720702999995,160.14648399999714,1.0
2020-12-30,27360.089844,28840.953125,1480.8632810000017,1.0
2020-12-29,27081.810547000005,27362.4375,280.6269529999954,1.0
2020-12-28,26280.822266,27084.808594,803.986327999999,1.0
2020-12-27,26439.373047,26272.294922,-167.078125,0.0
2020-12-26,24677.015625,26437.037109,1760.0214840000008,1.0
2020-12-25,23733.570313,24664.791016,931.220702999999,1.0
2020-12-24,23240.203125,23735.949219,495.74609399999827,1.0
2020-12-23,23781.974609,23241.345703,-540.6289060000017,0.0
2020-12-22,22794.039063,23783.029297,988.9902340000008,1.0
2020-12-21,23474.455078,22803.082031,-671.3730469999973,0.0
2020-12-20,23861.765625,23477.294922,-384.47070299999905,0.0
2020-12-19,23132.865234,23869.832031,736.966797000001,1.0
2020-12-18,22806.796875,23137.960938,331.16406300000017,1.0
2020-12-17,21308.351563,22805.162109,1496.8105460000006,1.0
2020-12-16,19418.818359,21310.597656,1891.779297000001,1.0
2020-12-15,19246.919922,19417.076172,170.15625,1.0
2020-12-14,19144.492188,19246.644531,102.15234300000157,1.0
2020-12-13,18806.765625,19142.382813,335.61718800000017,1.0
2020-12-12,18051.320313,18803.65625,752.3359369999998,1.0
2020-12-11,18263.929688,18058.904297,-205.02539099999922,0.0
2020-12-10,18553.298828,18264.992188,-288.3066399999989,0.0
2020-12-09,18320.884766,18553.916016,233.03125,1.0
2020-12-08,19191.529297,18321.144531,-870.3847659999992,0.0
2020-12-07,19343.128906,19191.630859,-151.49804700000095,0.0
2020-12-06,19154.179688,19345.121094,190.9414059999981,1.0
2020-12-05,18698.384766,19154.230469,455.84570299999905,1.0
2020-12-04,19446.966797,18699.765625,-747.201172000001,0.0
2020-12-03,19205.925781,19445.398438,239.47265699999843,1.0
2020-12-02,18801.744141,19201.091797,399.34765600000173,1.0
2020-12-01,19633.769531,18802.998047,-830.7714840000008,0.0
2020-11-30,18178.322266,19625.835938,1447.513672000001,1.0
2020-11-29,17719.634766,18177.484375,457.8496090000008,1.0
2020-11-28,17112.933594,17717.414063,604.4804690000019,1.0
2020-11-27,17153.914063,17108.402344,-45.511719000001904,0.0
2020-11-26,18729.839844,17150.623047,-1579.2167969999973,0.0
2020-11-25,19104.410156,18732.121094,-372.28906200000347,0.0
2020-11-24,18365.015625,19107.464844,742.4492189999983,1.0
2020-11-23,18370.017578,18364.121094,-5.8964840000007825,0.0
2020-11-22,18642.232422,18370.001953,-272.2304690000019,0.0
2020-11-21,18621.316406,18642.232422,20.916015999999217,1.0
2020-11-20,17817.083984,18621.314453,804.2304689999983,1.0
2020-11-19,17803.861328,17817.089844,13.228515999999217,1.0
2020-11-18,17645.191406,17804.005859,158.81445299999905,1.0
2020-11-17,16685.691406,17645.40625,959.7148439999983,1.0
2020-11-16,15955.577147999998,16716.111328,760.5341800000006,1.0
2020-11-15,16068.139647999998,15955.587891,-112.55175699999927,0.0
2020-11-14,16317.808594,16068.138672,-249.66992200000095,0.0
2020-11-13,16276.44043,16317.808594,41.368163999999524,1.0
2020-11-12,15701.298828,16276.34375,575.0449219999991,1.0
2020-11-11,15290.90918,15701.339844,410.4306639999995,1.0
2020-11-10,15332.350586000002,15290.902344,-41.44824200000221,0.0
2020-11-09,15479.595703,15332.31543,-147.2802730000003,0.0
2020-11-08,14833.753906,15479.567383000001,645.8134770000015,1.0
2020-11-07,15565.880859,14833.753906,-732.1269530000009,0.0
2020-11-06,15579.729491999999,15565.880859,-13.84863299999779,0.0
2020-11-05,14133.733397999998,15579.848633000001,1446.115235000003,1.0
2020-11-04,13950.488281,14133.707031,183.21875,1.0
2020-11-03,13550.451172,13950.300781,399.8496090000008,1.0
2020-11-02,13737.032227000002,13550.489258000001,-186.54296900000008,0.0
2020-11-01,13780.995116999999,13737.109375,-43.88574199999857,0.0
2020-10-31,13546.532227000002,13780.995116999999,234.46288999999706,1.0
2020-10-30,13437.874022999998,13546.522461000002,108.64843800000381,1.0
2020-10-29,13271.298828,13437.882813,166.5839849999993,1.0
2020-10-28,13654.214844,13271.285156,-382.92968800000017,0.0
2020-10-27,13075.242188,13654.21875,578.9765619999998,1.0
2020-10-26,13031.201172,13075.248047,44.046875,1.0
2020-10-25,13108.063477,13031.173828,-76.88964899999883,0.0
2020-10-24,12931.574219,13108.0625,176.48828099999992,1.0
2020-10-23,12971.548828,12931.539063,-40.0097650000007,0.0
2020-10-22,12801.635742,12965.891602,164.2558599999993,1.0
2020-10-21,11913.077148,12823.689453,910.6123050000006,1.0
2020-10-20,11745.974609,11916.334961,170.3603519999997,1.0
2020-10-19,11495.038086,11742.037109,246.9990230000003,1.0
2020-10-18,11355.982422,11483.359375,127.37695300000087,1.0
2020-10-17,11322.123047,11358.101563,35.978516000001036,1.0
2020-10-16,11502.828125,11322.123047,-180.70507800000087,0.0
2020-10-15,11426.602539,11495.349609,68.74707000000126,1.0
2020-10-14,11429.047852,11429.506836,0.45898400000078254,1.0
2020-10-13,,,,1.0
2020-10-12,,,,1.0
2020-10-11,11296.082031,11384.181641,88.0996099999993,1.0
2020-10-10,11059.142578,11296.361328,237.21875,1.0
2020-10-09,,,,0.0
2020-10-08,10677.625,10923.62793,246.00293000000056,1.0
2020-10-07,10619.803711,10679.136719,59.33300799999961,1.0
2020-10-06,10799.77832,10621.664063,-178.11425699999927,0.0
2020-10-05,10688.03418,10804.000977,115.96679699999913,0.0
2020-10-04,10567.919922,10684.428711,116.50878900000134,0.0
2020-10-03,10583.806641,10565.493164,-18.313476999999693,0.0
2020-10-02,10624.390625,10585.164063,-39.22656199999983,1.0
2020-10-01,10785.010742,10623.330078,-161.68066399999952,0.0
2020-09-30,10845.411133,10787.618164,-57.792969000000085,1.0
2020-09-29,10712.462891,10848.830078,136.36718700000165,1.0
2020-09-28,10771.641602,10721.327148,-50.31445399999939,0.0
2020-09-27,10752.939453,10774.426758,21.48730499999874,1.0
2020-09-26,10702.237305,10754.4375,52.20019499999944,0.0
2020-09-25,10747.472656,10702.290039,-45.18261700000039,1.0
2020-09-24,10227.479492,10745.548828,518.0693360000005,0.0
2020-09-23,10539.457031,10225.864258,-313.5927730000003,0.0
2020-09-22,10459.624023,10538.459961,78.83593800000017,1.0
2020-09-21,10934.925781,10462.259766,-472.6660150000007,0.0
2020-09-20,11095.870117,10938.271484,-157.5986329999996,0.0
2020-09-19,10933.75293,11094.34668,160.59375,1.0
2020-09-18,10951.820313,10944.585938,-7.234375,1.0
2020-09-17,10973.251953,10948.990234,-24.261719000000085,1.0
2020-09-16,10797.761719,10974.905273,177.14355400000022,0.0
2020-09-15,10677.754883,10796.951172,119.19628899999952,1.0
2020-09-14,10328.734375,10680.837891,352.1035159999992,1.0
2020-09-13,10452.399414,10323.755859,-128.64355499999874,1.0
2020-09-12,10409.861328,10442.170898,32.30956999999944,1.0
2020-09-11,10369.02832,10400.915039,31.886719000000085,0.0
2020-09-10,10242.330078,10363.138672,120.80859399999827,1.0
2020-09-09,10134.151367,10242.347656,108.19628899999952,1.0
2020-09-08,10369.306641,10131.516602,-237.79003899999952,0.0
2020-09-07,10280.998047,10369.563477,88.56543000000056,1.0
2020-09-06,10167.216797,10280.351563,113.13476600000104,0.0
2020-09-05,10512.530273,10169.567383,-342.9628900000007,0.0
2020-09-04,10230.365234,10511.813477,281.4482429999989,1.0
2020-09-03,11407.191406,10245.296875,-1161.894531,0.0
2020-09-02,11964.823242,11414.03418,-550.7890619999998,1.0
2020-09-01,11679.316406,11970.478516,291.1621099999993,0.0
2020-08-31,11713.306641,11680.820313,-32.48632799999905,1.0
2020-08-30,11508.713867,11711.505859,202.7919920000004,0.0
2020-08-29,11541.054688,11506.865234,-34.18945399999939,1.0
2020-08-28,11325.295898,11542.5,217.2041019999997,0.0
2020-08-27,11485.608398,11323.397461,-162.21093699999983,1.0
2020-08-26,11366.894531,11488.363281,121.46875,0.0
2020-08-25,11773.588867,11366.134766,-407.4541010000012,1.0
2020-08-24,11663.689453,11774.595703,110.90625,0.0
2020-08-23,11679.696289,11664.847656,-14.848632999999609,1.0
2020-08-22,11585.477539,11681.825195,96.34765599999992,0.0
2020-08-21,11878.026367,11592.489258,-285.5371090000008,0.0
2020-08-20,11761.5,11878.37207,116.87206999999944,1.0
2020-08-19,11990.884766,11758.283203,-232.60156299999835,1.0
2020-08-18,12251.895508,11991.233398,-260.6621099999993,1.0
2020-08-17,11895.658203,12254.402344,358.7441409999992,0.0
2020-08-16,11866.685547,11892.803711,26.118164000001343,1.0
2020-08-15,11768.697266,11865.698242,97.00097600000117,1.0
2020-08-14,11772.65918,11768.871094,-3.788086000000476,0.0
2020-08-13,11588.405273,11784.137695,195.73242199999913,1.0
2020-08-12,11404.59668,11584.93457,180.33788999999888,0.0
2020-08-11,11881.647461,11410.525391,-471.12207000000126,1.0
2020-08-10,11662.256836,11878.111328,215.8544920000004,0.0
2020-08-09,11737.325195,11675.739258,-61.58593699999983,1.0
2020-08-08,11604.553711,11754.045898,149.49218699999983,1.0
2020-08-07,11778.894531,11601.472656,-177.421875,0.0
2020-08-06,11749.871094,11779.773438,29.902344000000085,1.0
2020-08-05,11203.823242,11747.022461,543.1992190000001,0.0
2020-08-04,11246.203125,11205.892578,-40.31054699999913,1.0
2020-08-03,11043.768555,11246.348633,202.58007799999905,1.0
